"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_94","","hypothetical protein","249","82","49","39","83.55704697986577","32.231404958677686","2.4168740666998505","0.0005319767824084886","1.0","0.006836095806059446","15","11","11","0.11846923828124999","0.11846923828124999"
"group_1765","","hypothetical protein","278","98","20","23","93.28859060402685","19.00826446280992","3.262244897959184","0.0005450963540781007","1.0","0.006979215500759974","15","6","10","0.30175781249999994","0.6072387695312499"
"group_227","","Type II transport protein GspH","43","4","255","117","14.429530201342283","96.69421487603306","4.932352941176471","0.0005502765440595925","1.0","0.007020013447948642","12","11","3","0.00634765625","0.14599609375"
"group_1208","","hypothetical protein","269","120","29","1","90.26845637583892","0.8264462809917356","0.07729885057471264","0.0005579117121411624","1.0","0.007091722521476653","8","1","7","0.0703125","0.0703125"
"group_1438","","hypothetical protein","287","105","11","16","96.30872483221476","13.223140495867769","3.9757575757575756","0.0007131783704627002","1.0","0.009032737562586933","10","4","6","0.75390625","0.75390625"
"group_1906","","hypothetical protein","210","104","88","17","70.46979865771812","14.049586776859504","0.39007867132867136","0.0007567629828668853","1.0","0.009550403092022593","14","6","11","0.057373046875","0.79052734375"
"group_619","","hypothetical protein","118","70","180","51","39.59731543624161","42.14876033057851","0.4776190476190476","0.000770981796440413","1.0","0.009695096090238192","16","10","11","0.210113525390625","0.454498291015625"
"group_970","","hypothetical protein","14","18","284","103","4.697986577181208","85.12396694214877","0.2820813771517997","0.0008544523777190846","1.0","0.01068562645809036","10","4","8","0.109375","0.75390625"
"group_514","","hypothetical protein","261","118","37","3","87.58389261744966","2.479338842975207","0.179340357306459","0.000855821261340949","1.0","0.01068562645809036","12","3","10","0.03857421875","0.14599609375"
"group_244","","hypothetical protein","276","98","22","23","92.61744966442953","19.00826446280992","2.9443413729128016","0.000861352311011397","1.0","0.010716683699897983","15","6","10","0.30175781249999994","0.6072387695312499"
"group_1166","","hypothetical protein","277","121","21","0","92.9530201342282","0.0","0.0","0.0008860099733212355","1.0","0.010828974988878585","3","0","3","0.25","0.25"
"group_1907","","hypothetical protein","277","121","21","0","92.9530201342282","0.0","0.0","0.0008860099733212355","1.0","0.010828974988878585","5","0","5","0.0625","0.0625"
"group_280","pilE1_2","Fimbrial protein","21","0","277","121","7.046979865771812","100.0","inf","0.0008860099733212355","1.0","0.010828974988878585","6","6","0","0.03125","0.03125"
"group_4110","","hypothetical protein","268","93","30","28","89.93288590604027","23.140495867768596","2.6896057347670252","0.0008890125565701573","1.0","0.010828974988878585","14","7","10","0.1795654296875","1.0"
"dpnC","","Type-2 restriction enzyme DpnI","297","114","1","7","99.66442953020133","5.785123966942149","18.236842105263158","0.0008949820283339017","1.0","0.010828974988878585","3","2","1","1.0","1.0"
"group_1561","","hypothetical protein","1","7","297","114","0.33557046979865773","94.21487603305785","0.05483405483405483","0.0008949820283339017","1.0","0.010828974988878585","5","1","4","0.375","0.375"
"group_2797","rsmD","Ribosomal RNA small subunit methyltransferase D","1","7","297","114","0.33557046979865773","94.21487603305785","0.05483405483405483","0.0008949820283339017","1.0","0.010828974988878585","5","1","4","0.375","0.375"
"group_475","pilE_6","Fimbrial protein","1","7","297","114","0.33557046979865773","94.21487603305785","0.05483405483405483","0.0008949820283339017","1.0","0.010828974988878585","3","1","2","1.0","1.0"
"piiC_2","","Outer membrane protein P.IIC","241","79","57","42","80.87248322147651","34.710743801652896","2.2478347768154565","0.0009403466178735471","1.0","0.011338905621687533","15","8","11","0.11846923828124999","1.0"
"group_942","","hypothetical protein","10","15","288","106","3.3557046979865772","87.60330578512396","0.24537037037037038","0.0009572820941201872","1.0","0.011503721001355561","7","5","4","0.453125","1.0"
"group_1583","","hypothetical protein","2","8","296","113","0.6711409395973155","93.38842975206612","0.09543918918918919","0.0010500407242144635","1.0","0.012365195284144233","3","1","2","1.0","1.0"
"group_1584","","hypothetical protein","2","8","296","113","0.6711409395973155","93.38842975206612","0.09543918918918919","0.0010500407242144635","1.0","0.012365195284144233","3","1","2","1.0","1.0"
"group_2640","","hypothetical protein","2","8","296","113","0.6711409395973155","93.38842975206612","0.09543918918918919","0.0010500407242144635","1.0","0.012365195284144233","3","2","1","1.0","1.0"
"group_2697","","hypothetical protein","2","8","296","113","0.6711409395973155","93.38842975206612","0.09543918918918919","0.0010500407242144635","1.0","0.012365195284144233","3","1","2","1.0","1.0"
"group_2698","","hypothetical protein","2","8","296","113","0.6711409395973155","93.38842975206612","0.09543918918918919","0.0010500407242144635","1.0","0.012365195284144233","3","1","2","1.0","1.0"
"group_2699","","hypothetical protein","2","8","296","113","0.6711409395973155","93.38842975206612","0.09543918918918919","0.0010500407242144635","1.0","0.012365195284144233","3","1","2","1.0","1.0"
"group_1809","","hypothetical protein","295","112","3","9","98.99328859060402","7.43801652892562","7.901785714285714","0.001060885657048398","1.0","0.012451261328224699","3","1","2","1.0","1.0"
"group_226","pilE1_2","Fimbrial protein","31","2","267","119","10.40268456375839","98.34710743801654","6.908239700374532","0.0012482345654127622","1.0","0.014601441544246961","9","7","2","0.1796875","0.1796875"
"group_350","","Pretoxin HINT domain protein","16","19","282","102","5.369127516778524","84.29752066115702","0.3045912653975364","0.0013727655577272437","1.0","0.016004991817078228","7","4","4","1.0","1.0"
"group_74","","hypothetical protein","190","56","108","65","63.758389261744966","53.71900826446281","2.0419973544973544","0.001440795017616035","1.0","0.016742703818567854","15","10","8","0.30175781249999994","1.0"
"group_2489","","hypothetical protein","20","0","278","121","6.7114093959731544","100.0","inf","0.0015433787181567315","1.0","0.017874569098639787","5","5","0","0.0625","0.0625"
"group_462","","hypothetical protein","7","12","291","109","2.348993288590604","90.08264462809917","0.21849942726231386","0.001548350915957153","1.0","0.017874569098639787","8","4","5","0.7265625","1.0"
"group_44","","hypothetical protein","272","120","26","1","91.2751677852349","0.8264462809917356","0.08717948717948718","0.0015603377145069388","1.0","0.01795408200254553","5","1","4","0.375","0.375"
"group_487","fimA","Fimbrial protein","53","39","245","82","17.78523489932886","67.76859504132231","0.45484039769754053","0.0017142979517185083","1.0","0.019661378136810643","15","8","10","0.30175781249999994","1.0"
"group_1319","","hypothetical protein","173","90","125","31","58.053691275167786","25.6198347107438","0.4767111111111111","0.001773328449132763","1.0","0.020272368407131355","16","10","10","0.454498291015625","0.454498291015625"
"group_641","","Type II transport protein GspH","6","11","292","110","2.013422818791946","90.9090909090909","0.2054794520547945","0.0018785506635958483","1.0","0.02121534197986647","6","4","2","0.6875","0.6875"
"group_1662","pilE_3","Fimbrial protein","0","5","298","116","0.0","95.86776859504133","0.0","0.0018919674472246725","1.0","0.02121534197986647","1","0","1","1.0","1.0"
"group_2792","","hypothetical protein","0","5","298","116","0.0","95.86776859504133","0.0","0.0018919674472246725","1.0","0.02121534197986647","3","0","3","0.25","0.25"
"group_3159","","hypothetical protein","0","5","298","116","0.0","95.86776859504133","0.0","0.0018919674472246725","1.0","0.02121534197986647","2","0","2","0.5","0.5"
"group_3540","","hypothetical protein","0","5","298","116","0.0","95.86776859504133","0.0","0.0018919674472246725","1.0","0.02121534197986647","3","0","3","0.25","0.25"
"group_491","pilE_5","Fimbrial protein","0","5","298","116","0.0","95.86776859504133","0.0","0.0018919674472246725","1.0","0.02121534197986647","2","0","2","0.5","0.5"
"group_2542","","hypothetical protein","37","31","261","90","12.416107382550337","74.3801652892562","0.41156840934371525","0.001914610957309382","1.0","0.021401095811702645","13","10","7","0.09228515625","1.0"
"group_435","","PemK-like, MazF-like toxin of type II toxin-antitoxin system","288","107","10","14","96.64429530201343","11.570247933884298","3.7682242990654204","0.002043521007342728","1.0","0.022697909990074906","10","7","4","0.34375","0.75390625"
"group_1441","","hypothetical protein","10","14","288","107","3.3557046979865772","88.42975206611571","0.26537698412698413","0.002043521007342728","1.0","0.022697909990074906","11","6","7","0.548828125","1.0"
"group_2287","","hypothetical protein","39","4","259","117","13.087248322147651","96.69421487603306","4.404440154440154","0.0021592697376739784","1.0","0.0239081407117927","10","8","3","0.109375","0.34375"
"group_453","","hypothetical protein","34","3","264","118","11.409395973154362","97.52066115702479","5.065656565656566","0.0021663566779734794","1.0","0.023911416498885958","11","9","2","0.0654296875","0.0654296875"
"group_800","","hypothetical protein","282","103","16","18","94.63087248322147","14.87603305785124","3.0800970873786406","0.002496381888876531","1.0","0.02746800197104458","14","6","9","0.4239501953125","0.79052734375"
"group_474","pilE_5","Fimbrial protein","4","9","294","112","1.342281879194631","92.56198347107438","0.1693121693121693","0.0026036274892516165","1.0","0.02855879249113689","6","3","3","1.0","1.0"
"group_1596","pilE1_2","Fimbrial protein","18","0","280","121","6.0402684563758395","100.0","inf","0.002617330405630035","1.0","0.028619939000693644","3","3","0","0.25","0.25"
"group_1948","","Suppressor of fused protein (SUFU)","289","108","9","13","96.97986577181209","10.743801652892563","3.8652263374485596","0.002756182670930049","1.0","0.03004495103512292","7","2","6","0.125","0.453125"
"group_2625","","hypothetical protein","1","6","297","115","0.33557046979865773","95.0413223140496","0.06453423120089787","0.0028251486165537525","1.0","0.030513338278790682","3","1","3","0.25","1.0"
"group_2696","","hypothetical protein","1","6","297","115","0.33557046979865773","95.0413223140496","0.06453423120089787","0.0028251486165537525","1.0","0.030513338278790682","3","1","2","1.0","1.0"
"group_356","pilE_5","Fimbrial protein","1","6","297","115","0.33557046979865773","95.0413223140496","0.06453423120089787","0.0028251486165537525","1.0","0.030513338278790682","2","1","2","0.5","1.0"
"group_1122","","Helix-turn-helix domain protein","112","27","186","94","37.58389261744966","77.68595041322314","2.0963759458383113","0.002839922113082809","1.0","0.030559537157961333","15","10","10","0.30175781249999994","0.30175781249999994"
"group_2743","","hypothetical protein","19","0","279","121","6.375838926174497","100.0","inf","0.002846784489580039","1.0","0.030559537157961333","2","2","0","0.5","0.5"
"group_2413","","hypothetical protein","101","23","197","98","33.89261744966443","80.99173553719008","2.184506731405871","0.00302317866677038","1.0","0.03235444402947875","16","10","9","0.454498291015625","0.803619384765625"
"group_588","","hypothetical protein","296","114","2","7","99.32885906040269","5.785123966942149","9.087719298245615","0.0030552658010365675","1.0","0.032402382185089625","2","1","1","1.0","1.0"
"rsmD","","Ribosomal RNA small subunit methyltransferase D","296","114","2","7","99.32885906040269","5.785123966942149","9.087719298245615","0.0030552658010365675","1.0","0.032402382185089625","6","4","2","0.6875","0.6875"
"group_1566","","Type II transport protein GspH","2","7","296","114","0.6711409395973155","94.21487603305785","0.11003861003861004","0.0030552658010365675","1.0","0.032402382185089625","5","2","3","1.0","1.0"
"group_2666","","hypothetical protein","28","2","270","119","9.395973154362416","98.34710743801654","6.17037037037037","0.0032362141443260314","1.0","0.034115898210095676","11","9","2","0.0654296875","0.0654296875"
"group_922","","hypothetical protein","28","2","270","119","9.395973154362416","98.34710743801654","6.17037037037037","0.0032362141443260314","1.0","0.034115898210095676","7","6","2","0.125","0.453125"
"group_2482","","hypothetical protein","143","39","155","82","47.98657718120805","67.76859504132231","1.939784946236559","0.003344096976405263","1.0","0.03514795657887442","16","12","13","0.021270751953125","0.076812744140625"
"group_4104","","hypothetical protein","286","106","12","15","95.9731543624161","12.396694214876034","3.3726415094339623","0.0033556400396017576","1.0","0.03516431124832675","8","3","5","0.7265625","0.7265625"
"group_1945","","hypothetical protein","232","109","66","12","77.85234899328859","9.917355371900827","0.3869891576313595","0.0034377522414127124","1.0","0.03591788024336546","11","2","11","0.0009765625","0.0654296875"
"group_12","","ISXO2-like transposase domain protein","106","25","192","96","35.57046979865772","79.33884297520662","2.12","0.003516025845463706","1.0","0.036627002964135236","15","10","11","0.11846923828124999","0.30175781249999994"
"group_2317","","Cro","29","25","269","96","9.731543624161073","79.33884297520662","0.4139776951672862","0.0036284910279069634","1.0","0.0376870705287918","15","8","11","0.11846923828124999","1.0"
"pilE_2","","Fimbrial protein","87","19","211","102","29.194630872483224","84.29752066115702","2.2135195809428785","0.004202355467063613","1.0","0.043519098822149944","15","11","8","0.11846923828124999","1.0"
"group_1503","","hypothetical protein","17","0","281","121","5.704697986577181","100.0","inf","0.004538821239791371","1.0","0.046293816778962965","5","5","0","0.0625","0.0625"
"pilE1_5","","Fimbrial protein","17","0","281","121","5.704697986577181","100.0","inf","0.004538821239791371","1.0","0.046293816778962965","2","2","0","0.5","0.5"
"tbpB","","Transferrin-binding protein 2","17","0","281","121","5.704697986577181","100.0","inf","0.004538821239791371","1.0","0.046293816778962965","2","2","0","0.5","0.5"
"group_2747","pilE_4","Fimbrial protein","17","0","281","121","5.704697986577181","100.0","inf","0.004538821239791371","1.0","0.046293816778962965","3","3","0","0.25","0.25"
"group_467","","hypothetical protein","17","0","281","121","5.704697986577181","100.0","inf","0.004538821239791371","1.0","0.046293816778962965","3","3","0","0.25","0.25"
"group_928","","KfrB protein","112","64","186","57","37.58389261744966","47.107438016528924","0.5362903225806451","0.004549179382425784","1.0","0.046293816778962965","15","6","10","0.30175781249999994","0.6072387695312499"
"group_91","","hypothetical protein","13","15","285","106","4.3624161073825505","87.60330578512396","0.3223391812865497","0.004607656993674341","1.0","0.046753776007859814","11","3","8","0.2265625","0.2265625"
"group_15","","hypothetical protein","119","67","179","54","39.93288590604027","44.62809917355372","0.5358125573251064","0.004744851498216561","1.0","0.04800753484258768","16","8","13","0.021270751953125","1.0"
"group_460","","Type II transport protein GspH","40","5","258","116","13.422818791946309","95.86776859504133","3.5968992248062017","0.004837768837769822","1.0","0.04880740423434826","14","10","4","0.1795654296875","0.1795654296875"
"group_1512","","hypothetical protein","129","71","169","50","43.288590604026844","41.32231404958678","0.5375447953996166","0.004984875904441388","1.0","0.05014785159868036","6","3","4","0.6875","1.0"
"group_2468","","hypothetical protein","59","40","239","81","19.798657718120804","66.94214876033058","0.49989539748953976","0.005116324741635752","1.0","0.051177782429828074","13","7","9","0.266845703125","1.0"
"group_933","pezT","Toxin PezT","59","40","239","81","19.798657718120804","66.94214876033058","0.49989539748953976","0.005116324741635752","1.0","0.051177782429828074","13","7","9","0.266845703125","1.0"
"group_141","pilE_3","Fimbrial protein","39","30","259","91","13.087248322147651","75.20661157024794","0.45675675675675675","0.005408012090619592","1.0","0.05394223957810647","15","8","7","1.0","1.0"
"group_1758","","HNH endonuclease","293","112","5","9","98.3221476510067","7.43801652892562","4.708928571428571","0.0055082379733325925","1.0","0.05478673984210186","4","1","3","0.625","0.625"
"group_192","","Type II transport protein GspH","76","16","222","105","25.503355704697988","86.77685950413223","2.2466216216216215","0.006073194460365906","1.0","0.06023582449281226","10","6","4","0.75390625","0.75390625"
"group_1764","","hypothetical protein","283","105","15","16","94.96644295302013","13.223140495867769","2.874920634920635","0.006479614653193695","1.0","0.062181088920289784","9","4","6","0.5078125","1.0"
"group_2505","","hypothetical protein","15","16","283","105","5.033557046979865","86.77685950413223","0.34783568904593637","0.006479614653193695","1.0","0.062181088920289784","13","7","7","1.0","1.0"
"group_1569","pilE_3","Fimbrial protein","4","8","294","113","1.342281879194631","93.38842975206612","0.1921768707482993","0.006617486769498702","1.0","0.062181088920289784","6","3","4","0.6875","1.0"
"porB","","Major outer membrane protein P.IB","156","81","142","40","52.348993288590606","33.057851239669425","0.5425143453312468","0.0066288171756293205","1.0","0.062181088920289784","16","11","9","0.210113525390625","0.803619384765625"
"group_1010","pilE_8","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","4","0","4","0.125","0.125"
"group_1586","pilE_2","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_1590","","hypothetical protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_1618","pilE1_1","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","3","0","3","0.25","0.25"
"group_1627","tbpB_2","Transferrin-binding protein 2","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","2","0","2","0.5","0.5"
"group_2549","pilE1_2","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2558","","hypothetical protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2632","pilE1_1","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2694","","hypothetical protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2700","pilE1_1","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2703","pilE_3","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2723","nrdR","Transcriptional repressor NrdR","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2724","","hypothetical protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2727","","hypothetical protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_2898","pilE_3","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","2","0","2","0.5","0.5"
"group_2899","","hypothetical protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","2","0","2","0.5","0.5"
"group_2988","","hypothetical protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","2","0","2","0.5","0.5"
"group_3000","pilE_3","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","2","0","2","0.5","0.5"
"group_3032","pilE1_3","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_3728","tbpB_2","Transferrin-binding protein 2","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_3730","pilE_2","Fimbrial protein","0","4","298","117","0.0","96.69421487603306","0.0","0.006710824705967088","1.0","0.062181088920289784","1","0","1","1.0","1.0"
"group_59","","Neisseria meningitidis TspB protein","123","68","175","53","41.2751677852349","43.80165289256198","0.5478151260504202","0.006730794673197174","1.0","0.06220243581188255","16","10","12","0.076812744140625","0.454498291015625"
"group_1867","","hypothetical protein","193","95","105","26","64.76510067114094","21.487603305785125","0.5030576441102756","0.007296294784699303","1.0","0.06725197365687499","13","6","12","0.00341796875","1.0"
"group_2570","","hypothetical protein","15","0","283","121","5.033557046979865","100.0","inf","0.007666666124168034","1.0","0.07029773808123867","6","6","0","0.03125","0.03125"
"group_3140","","hypothetical protein","15","0","283","121","5.033557046979865","100.0","inf","0.007666666124168034","1.0","0.07029773808123867","5","5","0","0.0625","0.0625"
"group_2552","tbpB_2","Transferrin-binding protein 2","3","7","295","114","1.006711409395973","94.21487603305785","0.16561743341404359","0.00773412431362676","1.0","0.07054883862248659","3","2","1","1.0","1.0"
"pilE1_4","","Fimbrial protein","3","7","295","114","1.006711409395973","94.21487603305785","0.16561743341404359","0.00773412431362676","1.0","0.07054883862248659","4","2","3","0.625","1.0"
"group_2260","","POTRA domain, ShlB-type","52","36","246","85","17.449664429530202","70.24793388429752","0.499096657633243","0.007798604354406814","1.0","0.07095319362239377","16","13","9","0.021270751953125","0.803619384765625"
"pilE1_3","","Fimbrial protein","25","2","273","119","8.389261744966444","98.34710743801654","5.448717948717949","0.008196550576998626","1.0","0.07438158397322722","8","6","2","0.2890625","0.2890625"
"group_1885","","hypothetical protein","245","85","53","36","82.21476510067114","29.75206611570248","1.957824639289678","0.008352507476580116","1.0","0.07560200212092182","16","9","13","0.021270751953125","0.803619384765625"
"group_944","","hypothetical protein","16","16","282","105","5.369127516778524","86.77685950413223","0.3723404255319149","0.008408967334941361","1.0","0.075917882016227","10","5","6","0.75390625","1.0"
"group_300","","hypothetical protein","297","116","1","5","99.66442953020133","4.132231404958678","12.801724137931034","0.008701222269362447","1.0","0.07815562145516626","3","2","1","1.0","1.0"
"group_1011","","hypothetical protein","1","5","297","116","0.33557046979865773","95.86776859504133","0.07811447811447811","0.008701222269362447","1.0","0.07815562145516626","2","1","1","1.0","1.0"
"group_2033","","hypothetical protein","160","82","138","39","53.691275167785236","32.231404958677686","0.5514316012725344","0.008854626716974212","1.0","0.07933114674418881","16","10","12","0.076812744140625","0.454498291015625"
"group_1858","","hypothetical protein","157","81","141","40","52.68456375838926","33.057851239669425","0.5498642850888714","0.008920491619991072","1.0","0.07951658479490775","10","8","3","0.109375","0.34375"
"group_1859","","hypothetical protein","157","81","141","40","52.68456375838926","33.057851239669425","0.5498642850888714","0.008920491619991072","1.0","0.07951658479490775","10","8","3","0.109375","0.34375"
"hprA","","Glycerate dehydrogenase","257","115","41","6","86.24161073825503","4.958677685950414","0.32704135737009543","0.009766807540959136","1.0","0.08684073068615433","6","3","4","0.6875","1.0"
"group_185","pilE1_1","Fimbrial protein","7","10","291","111","2.348993288590604","91.73553719008265","0.2670103092783505","0.010917215489149245","1.0","0.09682497666824809","5","3","4","0.375","1.0"
"ybaQ","","putative HTH-type transcriptional regulator YbaQ","279","120","19","1","93.6241610738255","0.8264462809917356","0.12236842105263158","0.01167547587708035","1.0","0.10277337640799977","6","1","5","0.21875","0.21875"
"group_1879","","hypothetical protein","279","120","19","1","93.6241610738255","0.8264462809917356","0.12236842105263158","0.01167547587708035","1.0","0.10277337640799977","6","1","5","0.21875","0.21875"
"group_959","","hypothetical protein","19","1","279","120","6.375838926174497","99.17355371900827","8.172043010752688","0.01167547587708035","1.0","0.10277337640799977","9","9","1","0.00390625","0.0390625"
"group_1285","","hypothetical protein","254","114","44","7","85.23489932885906","5.785123966942149","0.35446570972886765","0.012577778678001339","1.0","0.11016507145582764","10","3","8","0.109375","0.34375"
"group_1977","","hypothetical protein","254","114","44","7","85.23489932885906","5.785123966942149","0.35446570972886765","0.012577778678001339","1.0","0.11016507145582764","14","5","10","0.1795654296875","0.4239501953125"
"group_156","pilE_3","Fimbrial protein","24","2","274","119","8.053691275167784","98.34710743801654","5.211678832116788","0.012809175001719054","1.0","0.11183756062359715","9","8","2","0.0390625","0.1796875"
"group_1756","","Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT","270","118","28","3","90.60402684563759","2.479338842975207","0.24515738498789347","0.012864019327621939","1.0","0.11183756062359715","8","2","8","0.0078125","0.2890625"
"group_62","pilE_2","Fimbrial protein","28","3","270","118","9.395973154362416","97.52066115702479","4.079012345679012","0.012864019327621939","1.0","0.11183756062359715","8","6","3","0.2890625","0.7265625"
"group_1015","","RelE toxin of RelE / RelB toxin-antitoxin system","284","121","14","0","95.30201342281879","0.0","0.0","0.013247746117113667","1.0","0.11432675019205202","3","0","3","0.25","0.25"
"group_1696","","Helix-turn-helix","284","121","14","0","95.30201342281879","0.0","0.0","0.013247746117113667","1.0","0.11432675019205202","3","0","3","0.25","0.25"
"group_640","","hypothetical protein","14","0","284","121","4.697986577181208","100.0","inf","0.013247746117113667","1.0","0.11432675019205202","6","6","0","0.03125","0.03125"
"group_70","pilE1_2","Fimbrial protein","39","6","259","115","13.087248322147651","95.0413223140496","2.886100386100386","0.014429461525401829","1.0","0.12422037660376488","12","9","4","0.14599609375","0.3876953125"
"group_78","","Transposase IS116/IS110/IS902 family protein","220","103","78","18","73.8255033557047","14.87603305785124","0.49290515309932786","0.014499131934694454","1.0","0.12451571595624189","15","7","12","0.03515625","1.0"
"fimA","","Fimbrial protein","128","36","170","85","42.95302013422819","70.24793388429752","1.7777777777777777","0.014928769385342431","1.0","0.12789342337175352","15","10","9","0.30175781249999994","0.6072387695312499"
"group_581","","Helix-turn-helix domain protein","127","36","171","85","42.61744966442953","70.24793388429752","1.7535737491877843","0.015156499576827197","1.0","0.12952921118934116","16","11","9","0.210113525390625","0.803619384765625"
"group_989","pilE1_2","Fimbrial protein","6","9","292","112","2.013422818791946","92.56198347107438","0.2557077625570776","0.01583862236949728","1.0","0.13503096698062936","4","1","3","0.625","0.625"
"group_2445","","hypothetical protein","4","7","294","114","1.342281879194631","94.21487603305785","0.22157434402332363","0.016170941313715336","1.0","0.1375311216560186","9","4","5","1.0","1.0"
"group_352","","hypothetical protein","14","14","284","107","4.697986577181208","88.42975206611571","0.3767605633802817","0.016289464428249165","1.0","0.13820531145027787","9","5","6","0.5078125","1.0"
"pilE1_2","","Fimbrial protein","62","13","236","108","20.80536912751678","89.25619834710744","2.182529335071708","0.016448885892108377","1.0","0.1392224212166192","7","6","1","0.125","0.125"
"traM","","Protein TraM","136","71","162","50","45.63758389261745","41.32231404958678","0.5912015301686663","0.017718380063801272","1.0","0.14748561750506922","6","3","4","0.6875","1.0"
"traL","","Protein TraL","136","71","162","50","45.63758389261745","41.32231404958678","0.5912015301686663","0.017718380063801272","1.0","0.14748561750506922","6","3","4","0.6875","1.0"
"group_1511","","hypothetical protein","136","71","162","50","45.63758389261745","41.32231404958678","0.5912015301686663","0.017718380063801272","1.0","0.14748561750506922","6","3","4","0.6875","1.0"
"group_2463","","Signal peptidase, peptidase S26","136","71","162","50","45.63758389261745","41.32231404958678","0.5912015301686663","0.017718380063801272","1.0","0.14748561750506922","6","3","4","0.6875","1.0"
"group_2473","","Conjugal transfer protein TrbH","136","71","162","50","45.63758389261745","41.32231404958678","0.5912015301686663","0.017718380063801272","1.0","0.14748561750506922","6","3","4","0.6875","1.0"
"ssbB","","Single-stranded DNA-binding protein B","136","71","162","50","45.63758389261745","41.32231404958678","0.5912015301686663","0.017718380063801272","1.0","0.14748561750506922","6","3","4","0.6875","1.0"
"group_2478","","hypothetical protein","136","71","162","50","45.63758389261745","41.32231404958678","0.5912015301686663","0.017718380063801272","1.0","0.14748561750506922","6","3","4","0.6875","1.0"
"group_282","pilE1_2","Fimbrial protein","18","1","280","120","6.0402684563758395","99.17355371900827","7.714285714285714","0.018474922211041057","1.0","0.15270000259407407","6","5","1","0.21875","0.21875"
"group_645","pilE_2","Fimbrial protein","18","1","280","120","6.0402684563758395","99.17355371900827","7.714285714285714","0.018474922211041057","1.0","0.15270000259407407","6","6","1","0.03125","0.21875"
"group_987","","hypothetical protein","18","1","280","120","6.0402684563758395","99.17355371900827","7.714285714285714","0.018474922211041057","1.0","0.15270000259407407","8","7","1","0.0703125","0.0703125"
"group_98","","hypothetical protein","26","3","272","118","8.724832214765101","97.52066115702479","3.7598039215686274","0.020018172698630488","1.0","0.15600778979457414","8","6","2","0.2890625","0.2890625"
"cycA","","Cytochrome c-552","276","119","22","2","92.61744966442953","1.6528925619834711","0.2108479755538579","0.020231454274946","1.0","0.15600778979457414","8","1","7","0.0703125","0.0703125"
"group_270","","hypothetical protein","170","84","128","37","57.04697986577181","30.57851239669421","0.5850074404761905","0.02059764902872236","1.0","0.15600778979457414","14","8","10","0.1795654296875","0.79052734375"
"group_2553","","hypothetical protein","7","9","291","112","2.348993288590604","92.56198347107438","0.29935089728904163","0.021807170316121633","1.0","0.15600778979457414","5","3","3","1.0","1.0"
