,0
456,group_2131
457,group_242
458,group_623
459,group_1737
460,vapD_2
461,group_2382
462,group_121
463,group_2446
464,group_3503
465,group_479
466,group_481
467,group_2011
468,group_3008
469,group_146
470,group_992
471,group_1557
472,group_3029
473,group_241
474,group_646
475,group_2339
476,group_474
477,pilE_2
478,group_3505
479,group_1853
480,group_3061
481,group_3347
482,group_1915
483,group_2387
484,group_120
485,group_1916
486,group_170
487,group_3660
488,group_3504
489,group_2635
490,group_333
491,group_2269
492,group_2568
493,group_2357
494,group_2778
495,group_3348
496,group_3795
497,group_10
498,group_1994
499,group_1496
500,group_93
501,group_1885
502,group_3378
503,hprA
504,group_3656
505,group_2946
506,group_2780
507,group_1452
508,group_1677
509,group_660
510,nagZ
511,group_70
512,group_3346
513,group_2951
514,group_2449
515,group_48
516,group_472
517,group_2837
518,group_2454
519,porB
520,group_900
521,group_2433
522,group_112
523,group_916
524,group_612
525,group_3500
526,group_2952
527,group_918
528,group_3152
529,group_1886
530,group_487
531,group_81
532,group_65
533,group_96
534,group_142
535,group_2518
536,group_997
537,group_3536
538,group_651
539,group_1676
540,group_605
541,group_2507
542,group_3155
543,group_3095
544,group_1611
545,group_919
546,group_1633
547,group_2747
548,group_964
549,group_3371
550,mshD
551,group_622
552,group_3158
553,group_2964
554,group_3793
555,group_1512
556,group_3555
557,group_1494
558,group_1497
559,group_3650
560,group_3765
561,group_2729
562,speE_1
563,group_2914
564,group_3552
565,tbpB_1
566,group_485
567,group_2260
568,group_2444
569,group_489
570,group_1547
571,group_2486
572,group_2558
573,group_360
574,group_3430
575,group_2411
576,lex1
577,group_1474
578,group_3427
579,group_990
580,group_2913
581,group_3499
582,group_3161
583,cdiI4
584,copA_1
585,group_1572
586,group_1468
587,group_3408
588,group_451
589,group_2704
590,group_2727
591,group_346
592,group_2849
593,group_3391
594,group_2852
595,group_3167
596,group_1614
597,group_2658
598,pilY1_2
599,group_3792
600,lagD_1
601,group_1946
602,group_354
603,group_4044
604,group_1483
605,group_1126
606,group_937
607,group_2963
608,group_2820
609,group_634
610,group_279
611,group_2439
612,pilE1_4
613,group_361
614,group_74
615,group_76
616,group_3392
617,group_1047
618,group_1982
619,malP_3
620,group_1024
621,group_1528
622,group_3798
623,group_3284
624,group_2832
625,group_1674
626,group_2720
627,group_1641
628,group_1501
629,group_133
630,group_2625
631,group_3655
632,group_3166
633,group_2674
634,group_1467
635,group_1669
636,group_619
637,group_89
638,group_2044
639,group_3165
640,group_3799
641,yigL
642,group_3294
643,group_44
644,group_254
645,group_1487
646,group_3164
647,group_2724
648,group_2479
649,group_1507
650,group_3082
651,group_2100
652,group_2781
653,group_3888
654,group_3652
655,group_1335
656,group_1568
657,group_1601
658,group_1580
659,group_349
660,group_1866
661,group_3055
662,group_3153
663,group_2799
664,group_2784
665,group_2633
666,group_3149
667,group_2985
668,group_3084
669,group_2535
670,group_653
671,group_2723
672,group_3776
673,group_1011
674,group_995
675,group_78
676,group_912
677,epsL_1
678,group_3669
679,group_2253
680,group_3668
681,group_1764
682,group_1539
683,group_460
684,group_962
685,group_222
686,group_1655
687,group_3249
688,group_2534
689,group_3293
690,group_3156
691,group_1599
692,group_2491
693,group_1689
694,group_3612
695,bla
696,group_2896
697,group_2639
698,group_2783
699,group_3107
700,group_965
701,group_3610
702,group_3357
703,group_980
704,group_3358
705,group_3670
706,group_2721
707,group_3035
708,group_1771
709,group_2013
710,group_3106
711,group_1876
712,group_270
713,group_2634
714,group_3117
715,group_3122
716,group_2539
717,group_940
718,group_1052
719,group_3105
720,group_2358
721,group_3778
722,group_985
723,group_1590
724,group_2898
725,group_3110
726,group_3426
727,group_2632
728,group_2737
729,group_2571
730,group_3576
731,group_1208
732,group_2455
733,group_1541
734,group_2962
735,group_951
736,group_246
737,group_3301
738,group_1593
739,group_3777
740,group_77
741,epsE
742,group_2442
743,group_2661
744,group_3160
745,group_3037
746,group_1682
747,group_3613
748,group_1678
749,group_2541
750,group_2636
751,group_3168
752,group_3609
753,group_2511
754,group_3797
755,group_3528
756,rnc
757,group_2835
758,group_1009
759,group_3666
760,group_3041
761,group_3800
762,group_3081
763,group_516
764,group_1003
765,group_3224
766,group_3833
767,group_928
768,group_2581
769,group_2684
770,group_2883
771,group_2834
772,group_3834
773,group_644
774,group_3840
775,group_1005
776,group_40
777,group_2640
778,group_3113
779,group_3376
780,group_97
781,group_3058
782,group_3428
783,group_2533
784,group_437
785,group_2521
786,group_3359
787,group_1535
788,group_3074
789,group_3083
790,group_3841
791,group_3577
792,group_923
793,group_3780
794,group_3611
795,group_2991
796,group_273
797,dapA
798,group_1466
799,group_2758
800,group_3116
801,group_3076
802,group_1538
803,group_3667
804,group_2994
805,group_3781
806,group_2598
807,group_1860
808,group_1578
809,group_3835
810,group_2802
811,group_1638
812,group_463
813,group_2104
814,group_3032
815,group_2554
816,group_649
817,group_1163
818,group_1546
819,group_581
820,group_3317
821,group_3375
822,group_991
823,group_1491
824,group_3123
825,group_3782
826,group_2757
827,group_3157
828,group_2544
829,group_3462
830,group_3809
831,efeB_1
832,group_3318
833,group_3665
834,group_3038
835,group_3712
836,group_3308
837,group_4114
838,group_3844
839,group_3842
840,group_657
841,group_1648
842,group_642
843,group_2290
844,group_3169
845,group_1473
846,group_291
847,group_2785
848,pilE_5
849,group_158
850,rsmD
851,ybcO
852,group_3109
853,pilE1_5
854,group_3845
855,group_2995
856,group_3808
857,group_3108
858,group_2448
859,group_2314
860,group_2908
861,group_3585
862,group_2755
863,group_2338
864,group_1525
865,group_2909
866,group_3843
867,group_2391
868,group_3111
869,group_1038
870,group_1469
871,group_1914
872,group_2910
873,group_1662
874,group_2996
875,group_3039
876,group_2589
877,group_448
878,group_3819
879,group_225
880,group_483
881,group_3820
882,group_2615
883,group_2356
884,group_3587
885,group_639
886,group_2586
887,group_2990
888,group_3115
889,group_45
890,group_2842
891,group_3237
892,group_363
893,group_3040
894,group_1531
895,group_2591
896,group_2464
897,group_946
898,group_1051
899,group_2593
900,group_1484
901,group_2553
902,group_2801
903,group_348
904,group_3303
905,group_3112
906,group_2998
907,group_3584
908,group_2840
909,group_3133
910,group_2567
911,group_2542
912,group_2501
913,pilE_13
914,group_3818
915,group_2846
916,group_1581
917,group_362
918,group_804
919,group_350
920,group_3839
921,group_2549
922,group_1478
923,group_2336
924,group_2911
925,group_3588
926,group_3846
927,group_3369
928,group_1856
929,group_1571
930,group_2555
931,group_1122
932,pyrI
933,group_3086
934,group_3823
935,group_3586
936,group_2360
937,group_2365
938,group_2140
939,group_3671
940,group_3838
941,group_1752
942,group_609
943,group_434
944,group_3713
945,group_3824
946,group_2706
947,group_488
948,group_1522
949,group_272
950,group_3714
951,group_2582
952,group_1310
953,group_2660
954,group_1566
955,group_2789
956,group_1948
957,group_3132
958,group_3822
959,group_3537
960,group_3583
961,group_2610
962,group_3370
963,tnpR
964,group_3350
965,group_3508
966,group_3817
967,group_967
968,group_2608
969,group_3639
970,group_2319
971,group_3538
972,group_1432
973,group_3511
974,group_2637
975,group_2452
976,group_2590
977,group_3821
978,group_2340
979,rnr
980,group_352
981,group_1618
982,group_1906
983,group_75
984,group_3535
985,group_2437
986,piiC_2
987,group_2436
988,group_2845
989,group_3642
990,group_3599
991,group_3027
992,group_998
993,group_2707
994,group_1936
995,hpnE
996,group_3130
997,group_3368
998,group_643
999,mobA_2
1000,group_1458
1001,group_1495
1002,group_1182
1003,group_1145
1004,group_3514
1005,group_956
1006,group_464
1007,group_3085
1008,adhA_1
1009,group_1245
1010,group_2435
1011,group_1621
1012,group_2831
1013,group_1506
1014,group_2177
1015,group_1560
1016,group_3602
1017,group_3560
1018,group_3704
1019,group_3000
1020,group_3129
1021,group_3415
1022,group_1587
1023,group_161
1024,parA_1
1025,group_3057
1026,group_798
1027,group_3140
1028,group_3507
1029,group_3603
1030,group_3315
1031,group_3812
1032,group_476
1033,group_3026
1034,group_1449
1035,group_3414
1036,group_3736
1037,group_3582
1038,group_3510
1039,pilE_1
1040,pilE1_7
1041,group_1540
1042,dnaC_2
1043,group_621
1044,group_125
1045,group_2310
1046,group_486
1047,group_3810
1048,group_1765
1049,group_645
1050,group_91
1051,group_3807
1052,ybiT_2
1053,group_3811
1054,group_3396
1055,group_3737
1056,group_1529
1057,group_3601
1058,group_3729
1059,group_2393
1060,group_1330
1061,group_2899
1062,pilE_7
1063,group_1130
1064,group_3738
1065,group_3565
1066,group_3314
1067,group_3399
1068,group_2443
1069,group_55
1070,group_2716
1071,group_2461
1072,group_3744
1073,group_2315
1074,group_1257
1075,group_1186
1076,pilY1_1
1077,group_3509
1078,group_1552
1079,group_2386
1080,group_61
1081,group_171
1082,repE_2
1083,yhdE
1084,group_84
1085,group_2743
1086,group_1004
1087,group_1594
1088,group_3769
1089,group_1686
1090,group_3730
1091,group_3563
1092,group_3506
1093,pilE_11
1094,group_1287
1095,group_3063
1096,group_750
1097,group_966
1098,group_3564
1099,group_3743
1100,group_614
1101,group_3768
1102,group_2797
1103,group_1640
1104,group_2438
1105,group_3562
1106,glcA
1107,group_278
1108,group_2812
1109,group_1691
1110,group_3064
1111,group_1502
1112,group_1802
1113,group_2709
1114,group_3419
1115,group_2678
1116,group_3742
1117,group_1574
1118,group_366
1119,group_3400
1120,group_1569
1121,group_2052
1122,group_2459
1123,group_977
1124,group_1679
1125,group_2139
1126,group_3416
1127,group_1545
1128,group_3767
1129,group_1604
1130,group_2947
1131,group_3566
1132,group_904
1133,group_2935
1134,group_3512
1135,group_1628
1136,group_410
1137,group_3417
1138,group_1286
1139,group_2344
1140,group_2572
1141,group_3728
1142,group_2647
1143,pilE_9
1144,group_2458
1145,group_3420
1146,group_1619
1147,group_3513
1148,group_3402
1149,group_1450
1150,group_2787
1151,group_2627
1152,group_3418
1153,group_3200
1154,group_3075
1155,virB4
1156,group_1511
1157,group_17
1158,group_1617
1159,group_2354
1160,group_2475
1161,group_2463
1162,group_3351
1163,group_2717
1164,group_2353
1165,group_2945
1166,group_2366
1167,group_909
1168,group_2321
1169,group_3355
1170,group_931
1171,group_2473
1172,group_3623
1173,group_971
1174,group_2375
1175,group_1187
1176,group_3044
1177,group_2467
1178,ssbB
1179,cvaA_2
1180,group_1534
1181,group_439
1182,group_3199
1183,group_2713
1184,group_3403
1185,group_3624
1186,group_2394
1187,group_3352
1188,dpnC
1189,group_1947
1190,group_789
1191,traC_2
1192,traM
1193,group_2267
1194,group_2715
1195,group_2352
1196,group_1646
1197,group_2466
1198,traL
1199,group_3625
1200,group_3757
1201,group_2372
1202,group_3354
1203,group_2722
1204,group_1517
1205,group_2478
1206,group_3045
1207,group_2550
1208,group_3486
1209,group_3779
1210,group_2451
1211,group_1852
1212,parA
1213,group_1756
1214,group_2264
1215,group_935
1216,group_2559
1217,group_3389
1218,group_1693
1219,group_1809
1220,group_944
1221,group_3363
1222,group_2328
1223,group_3356
1224,group_1596
1225,group_1456
1226,group_1668
1227,cstA_2
1228,group_2318
1229,group_3460
1230,group_3488
1231,group_3404
1232,group_3828
1233,group_2256
1234,group_2561
1235,group_3225
1236,group_989
1237,group_274
1238,tetM
1239,group_999
1240,group_2526
1241,group_3353
1242,group_2351
1243,group_2303
1244,group_1382
1245,group_3830
1246,group_751
1247,apxIB_2
1248,group_3401
1249,group_2270
1250,group_1558
1251,group_2392
1252,group_915
1253,penA
1254,group_1396
1255,group_2492
1256,group_2560
1257,group_2626
1258,tbpB
1259,group_1564
1260,group_3423
1261,group_1518
1262,group_3826
1263,group_228
1264,group_62
1265,group_3489
1266,group_3592
1267,group_1591
1268,group_2726
1269,group_2295
1270,group_3447
1271,group_3825
1272,group_3361
1273,group_2390
1274,group_3567
1275,group_1592
1276,group_3490
1277,group_2790
1278,group_2680
1279,group_3568
1280,group_2649
1281,group_2848
1282,group_2493
1283,group_1505
1284,group_2489
1285,group_2371
1286,group_535
1287,group_1844
1288,group_1864
1289,group_2402
1290,group_2965
1291,group_1665
1292,group_2272
1293,trfA
1294,group_3444
1295,group_1464
1296,group_155
1297,group_2470
1298,group_2469
1299,group_3491
1300,group_2650
1301,group_3594
1302,group_2320
1303,group_3831
1304,group_2308
1305,prtR
1306,group_2285
1307,group_1498
1308,group_1649
1309,group_159
1310,group_2699
1311,group_1763
1312,group_3360
1313,group_1475
1314,group_3832
1315,group_3250
1316,group_3829
1317,group_156
1318,piiC_5
1319,group_2258
1320,group_3487
1321,group_2271
1322,group_3827
1323,group_3483
1324,group_3457
1325,group_1893
1326,group_1642
1327,group_1631
1328,group_2450
1329,group_3121
1330,group_3446
1331,group_2369
1332,group_3114
1333,group_3119
1334,group_3124
1335,group_1855
1336,group_2259
1337,group_477
1338,group_711
1339,group_929
1340,group_3482
1341,group_2278
1342,group_3595
1343,group_3227
1344,group_2494
1345,group_2495
1346,group_2496
1347,group_2346
1348,group_1917
1349,group_2004
1350,group_972
1351,group_2160
1352,group_2601
1353,group_3640
1354,group_2277
1355,group_2595
1356,group_2279
1357,group_3229
1358,group_2698
1359,group_3006
1360,group_3637
1361,group_970
1362,group_2362
1363,group_1605
1364,prtR_1
1365,group_3120
1366,group_1191
1367,group_3481
1368,group_2349
1369,group_1516
1370,group_2330
1371,group_2823
1372,group_282
1373,group_1465
1374,group_3635
1375,group_3226
1376,group_3593
1377,group_3786
1378,aplIM_2
1379,group_3634
1380,group_2326
1381,group_3005
1382,group_2697
1383,group_1603
1384,group_3788
1385,group_2305
1386,group_1657
1387,group_2281
1388,group_758
1389,group_3673
1390,group_2824
1391,group_3118
1392,group_1681
1393,pezT
1394,group_1585
1395,group_3394
1396,group_1584
1397,group_2367
1398,group_2476
1399,group_3789
1400,group_2431
1401,group_1119
1402,group_981
1403,group_3383
1404,group_1620
1405,group_2901
1406,group_3672
1407,group_2263
1408,group_3638
1409,group_2606
1410,group_1481
1411,group_2282
1412,pilE1
1413,group_2368
1414,group_3007
1415,group_3620
1416,group_3726
1417,group_3643
1418,group_3784
1419,group_2324
1420,group_756
1421,group_1514
1422,group_3675
1423,group_2327
1424,group_2900
1425,group_3813
1426,group_3395
1427,group_3380
1428,ydiO
1429,group_2604
1430,group_3641
1431,group_2857
1432,group_2361
1433,efeU_1
1434,group_2343
1435,cysNC
1436,group_3001
1437,group_2329
1438,group_3674
1439,group_3645
1440,group_2342
1441,group_3787
1442,group_3647
1443,group_1736
1444,group_2902
1445,group_413
1446,group_2373
1447,group_1673
1448,group_3725
1449,group_1583
1450,group_2972
1451,group_2609
1452,group_2742
1453,group_2363
1454,group_3791
1455,group_341
1456,dam
1457,group_2474
1458,prlF
1459,group_3644
1460,group_3310
1461,group_1284
1462,group_1629
1463,group_2499
1464,group_3544
1465,group_2355
1466,group_3476
1467,group_3790
1468,group_2904
1469,group_3619
1470,aroF
1471,group_2895
1472,group_2345
1473,group_2611
1474,group_3646
1475,group_1559
1476,group_2607
1477,group_3381
1478,group_2364
1479,group_3255
1480,group_2971
1481,group_3785
1482,group_2275
1483,group_3543
1484,group_3182
1485,group_3649
1486,group_1735
1487,group_2903
1488,group_3616
1489,group_2348
1490,lex1_1
1491,group_3004
1492,group_3312
1493,group_3636
1494,group_1192
1495,group_2396
1496,group_628
1497,group_417
1498,group_196
1499,group_2503
1500,group_2599
1501,group_2296
1502,group_2612
1503,group_3648
1504,group_2979
1505,group_3131
1506,group_3478
1507,group_993
1508,moeB
1509,group_2735
1510,group_353
1511,group_1001
1512,group_2905
1513,group_1555
1514,group_2882
1515,group_3334
1516,group_3238
1517,group_2033
1518,group_3621
1519,group_2379
1520,group_994
1521,group_958
1522,group_3479
1523,group_2378
1524,group_1595
1525,group_2502
1526,group_2376
1527,group_1253
1528,group_3333
1529,group_2261
1530,group_399
1531,group_3309
1532,group_2982
1533,group_2377
1534,group_2728
1535,nrdR
1536,korB
1537,repE
1538,group_136
1539,yjjV
1540,group_2257
1541,group_2262
1542,group_2602
1543,group_2515
1544,group_1166
1545,group_898
1546,group_47
1547,group_2313
1548,group_2583
1549,group_2588
1550,dpnA_2
1551,group_2398
1552,group_2668
1553,group_2397
1554,group_1645
1555,group_2252
1556,group_2381
1557,group_3539
1558,group_2730
1559,group_537
1560,group_2412
1561,group_2551
1562,group_2395
1563,traI
1564,group_3475
1565,group_2304
1566,ansA
1567,group_2893
1568,doc
1569,group_2255
1570,group_3342
1571,group_3015
1572,group_3618
1573,group_1015
1574,group_2309
1575,group_3413
1576,group_3311
1577,group_2579
1578,group_2621
1579,group_1121
1580,group_1461
1581,group_1184
1582,group_3542
1583,group_2385
1584,topB_2
1585,group_2973
1586,group_2288
1587,group_2331
1588,group_3197
1589,group_3412
1590,group_3340
1591,group_2284
1592,group_3617
1593,group_2809
1594,group_2350
1595,group_2585
1596,group_3545
1597,haeIIIM_3
1598,group_2347
1599,group_1854
1600,group_1188
1601,traC
1602,folP
1603,group_2894
1604,group_930
1605,group_2276
1606,group_3589
1607,group_1696
1608,group_2817
1609,group_948
1610,group_2732
1611,group_2299
1612,group_2986
1613,group_400
1614,group_1190
1615,group_3343
1616,group_1626
1617,group_549
1618,group_2300
1619,group_3541
1620,group_2977
1621,group_2323
1622,group_1445
1623,group_2274
1624,group_1846
1625,group_3590
1626,group_2999
1627,group_3469
1628,group_932
1629,group_2322
1630,group_2556
1631,group_3468
1632,group_2892
1633,group_2388
1634,virB9
1635,group_2978
1636,group_2987
1637,group_2254
1638,group_2250
1639,group_1277
1640,group_2251
1641,group_934
1642,group_757
1643,group_250
1644,group_1845
1645,group_2294
1646,group_309
1647,group_1850
1648,group_1666
1649,group_2891
1650,group_3021
1651,group_3344
1652,group_2359
1653,group_2933
1654,group_2302
1655,group_2293
1656,group_433
1657,group_799
1658,group_2297
1659,traG
1660,group_3477
1661,group_2733
1662,group_1183
1663,group_2286
1664,group_620
1665,group_340
1666,group_2298
1667,group_2897
1668,group_2921
1669,group_3341
1670,group_2734
1671,group_2280
1672,group_3472
1673,group_2374
1674,group_1851
1675,parA_2
1676,group_2731
1677,group_3339
1678,group_1524
1679,group_3473
1680,group_2912
1681,group_2482
1682,group_3210
1683,group_2916
1684,group_1865
1685,group_1685
1686,traJ
1687,group_1637
1688,group_3020
1689,group_3474
1690,group_401
1691,gatC
1692,epsD
1693,group_2465
1694,group_2939
1695,group_1636
1696,group_1863
1697,group_3461
1698,group_3212
1699,group_943
1700,group_2531
1701,pilE_10
1702,group_2930
1703,group_1849
1704,group_1515
1705,group_1440
1706,group_2457
1707,comEA_3
1708,group_3211
1709,group_50
1710,group_957
1711,hin
1712,group_3213
1713,group_297
1714,group_753
1715,group_2924
1716,group_1754
1717,group_536
1718,group_2646
1719,group_2613
1720,group_2919
1721,group_1848
1722,group_2530
1723,group_3215
1724,group_3362
1725,group_166
1726,group_2803
1727,group_2594
1728,group_2943
1729,group_2776
1730,dsbC_1
1731,group_3313
1732,group_2938
1733,group_754
1734,group_2957
1735,group_3385
1736,group_2774
1737,group_2552
1738,group_1181
1739,group_1582
1740,group_2953
1741,group_2767
1742,group_2926
1743,group_2537
1744,group_1753
1745,group_2867
1746,topB
1747,group_2810
1748,group_2956
1749,group_1625
1750,group_1684
1751,group_2773
1752,virD2
1753,group_1639
1754,yhaV
1755,group_443
1756,group_2888
1757,group_3059
1758,group_3501
1759,group_2959
1760,group_1861
1761,group_2772
1762,group_2667
1763,relE2
1764,group_2871
1765,group_1713
1766,group_3386
1767,group_2954
1768,group_752
1769,group_2890
1770,group_2936
1771,group_2775
1772,group_3689
1773,group_2960
1774,group_3682
1775,group_1328
1776,group_3143
1777,virD4
1778,group_3498
1779,group_1755
1780,group_1867
1781,group_3384
1782,group_2725
1783,group_2918
1784,group_1862
1785,group_2771
1786,group_2958
1787,group_3283
1788,group_2889
1789,group_1189
1790,group_2792
1791,group_2664
1792,group_3690
1793,group_3145
1794,group_2955
1795,ssb_1
1796,group_2865
1797,group_3382
1798,group_715
1799,group_3142
1800,group_963
1801,group_3285
1802,group_2663
1803,group_2922
1804,group_3033
1805,group_3691
1806,group_2538
1807,group_3060
1808,group_2869
1809,group_2453
1810,group_3286
1811,group_3144
1812,group_2662
1813,group_2950
1814,group_3034
1815,group_3692
1816,group_2399
1817,group_3688
1818,xerC_3
1819,group_2864
1820,group_906
1821,xanQ_2
1822,group_3141
1823,group_3030
1824,group_2942
1825,group_2811
1826,group_275
1827,prmC_2
1828,group_204
1829,group_3748
1830,group_2870
1831,group_3398
1832,virB1
1833,group_3126
1834,group_3750
1835,group_3031
1836,group_939
1837,group_2925
1838,group_2868
1839,caiC
1840,group_3751
1841,group_2940
1842,pilE1_3
1843,pilE_3
1844,group_1180
1845,group_3749
1846,virB8
1847,group_2988
1848,group_2745
1849,group_3127
1850,group_2214
1851,group_2855
1852,group_1690
1853,group_2993
1854,group_2937
1855,group_3028
1856,group_3290
1857,group_2693
1858,virB5
1859,group_1643
1860,group_2941
1861,group_2796
1862,group_1454
1863,group_2929
1864,group_3288
1865,group_2854
1866,group_2794
1867,group_2932
1868,group_3289
1869,group_2798
1870,group_2915
1871,group_2856
1872,group_3409
1873,pilE1_1
1874,group_43
1875,group_2791
1876,group_2992
1877,group_2793
1878,group_1654
1879,group_1554
1880,group_2427
1881,group_1597
1882,group_2424
1883,group_2866
1884,group_2370
1885,group_2429
1886,group_2989
1887,group_2782
1888,group_2426
1889,group_300
1890,group_2416
1891,group_2468
1892,group_3052
1893,pilE_14
1894,group_3053
1895,group_2403
1896,group_2405
1897,group_150
1898,group_1319
1899,group_140
1900,group_3307
1901,group_147
1902,leuC
1903,group_2885
1904,group_2415
1905,group_1444
1906,group_2884
1907,group_933
1908,group_2580
1909,group_2420
1910,group_1477
1911,group_2653
1912,group_2421
1913,group_3300
1914,group_1387
